,Unnamed: 0,Entity,Year,Annual CO₂ emissions (per capita),Per capita methane emissions in CO₂ equivalents,Per capita greenhouse gas emissions in CO₂ equivalents,Annual CO₂ emissions,Share of annual CO₂ emissions embedded in trade,Share of global annual CO₂ emissions,Coal electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Gas electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Oil electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Nuclear electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Hydro electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Wind electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Solar electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Bioenergy electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Other renewable electricity excluding bioenergy per capita - kWh (adapted for visualization of chart per-capita-electricity-source-stacked),Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh,Fossil fuel electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-fossil-nuclear-renewables),Nuclear electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-fossil-nuclear-renewables),Renewable electricity per capita - kWh (adapted for visualization of chart per-capita-electricity-fossil-nuclear-renewables),Carbon dioxide emissions from buildings,Carbon dioxide emissions from industry,Carbon dioxide emissions from other fuel combustion,Carbon dioxide emissions from transport,Carbon dioxide emissions from manufacturing and construction,Fugitive emissions of carbon dioxide from energy production,Carbon dioxide emissions from electricity and heat,Continent
33,33,Albania,1990,1.6841552,1.236983,3.4783068,5520602.0,0.64723015,0.024288816,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,310000.0,380000.0,1790000.0,710000.0,2140000.0,15601073.69224842,730000.0,Europe
34,34,Albania,1991,1.3069565,1.2694578,2.9967792,4290226.0,7.546118,0.018503437,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,360000.0,310000.0,960000.0,540000.0,1420000.0,15601073.69224842,540000.0,Europe
35,35,Albania,1992,0.7668275,1.0273037,2.1563053,2517116.0,15.844184,0.011173192,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,280000.0,100000.0,290000.0,410000.0,760000.0,15601073.69224842,400000.0,Europe
36,36,Albania,1993,0.71327627,1.0748715,2.050526,2337999.0,14.323071,0.010274305,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,170000.0,100000.0,220000.0,510000.0,540000.0,15601073.69224842,530000.0,Europe
37,37,Albania,1994,0.5884248,1.2565962,2.0448089,1923806.0,23.330498,0.00836694,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,160000.0,50000.0,170000.0,640000.0,460000.0,15601073.69224842,600000.0,Europe
38,38,Albania,1995,0.64109814,1.2435274,2.0923746,2089065.1,21.897003,0.008877519,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,250000.0,100000.0,80000.0,630000.0,490000.0,15601073.69224842,400000.0,Europe
39,39,Albania,1996,0.62159795,1.1910177,1.9730275,2017508.0,49.991882,0.008316819,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,340000.0,100000.0,110000.0,620000.0,460000.0,15601073.69224842,330000.0,Europe
40,40,Albania,1997,0.47776133,1.1188034,1.7411327,1543009.0,44.32685,0.0063233133,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,330000.0,50000.0,40000.0,490000.0,240000.0,15601073.69224842,320000.0,Europe
41,41,Albania,1998,0.5466155,1.0799081,1.834988,1754709.0,44.577206,0.0072199022,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,240000.0,40000.0,50000.0,740000.0,400000.0,15601073.69224842,330000.0,Europe
42,42,Albania,1999,0.9365232,1.0980176,2.1696274,2986196.0,26.877909,0.012015082,,,40.08009288888889,,1842.376460869565,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1846.2025347826088,240000.0,60000.0,510000.0,1410000.0,490000.0,15601073.69224842,290000.0,Europe
43,43,Albania,2000,0.9553966,1.1225212,2.133144,3024926.0,34.887657,0.011857548,,,56.851437,,1437.078,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,56.851437,,1437.078,259999.98,90000.0,510000.0,1470000.0,470000.0,15601073.69224842,380000.0,Europe
44,44,Albania,2001,1.0230986,1.1102918,2.1938536,3220656.0,39.3884,0.012528667,,,54.00352,,1118.1906,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,54.00352,,1118.1906,280000.0,0.0,519999.97,1550000.0,540000.0,15601073.69224842,350000.0,Europe
45,45,Albania,2002,1.1959662,1.1037183,2.3513324,3748272.0,36.671688,0.01426453,,,73.38642,,1110.3684,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,73.38642,,1110.3684,620000.0,0.0,550000.0,1770000.0,430000.0,15601073.69224842,390000.0,Europe
46,46,Albania,2003,1.3801702,1.1158909,2.6996076,4303499.0,37.816578,0.015553229,,,35.277973,,1642.0293,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,35.277973,,1642.0293,450000.0,300000.0,600000.0,1920000.0,500000.0,15601073.69224842,360000.0,Europe
47,47,Albania,2004,1.3478992,1.1004021,2.4182146,4176684.0,32.34323,0.014587211,,,45.18079,,1745.9148,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,45.18079,,1745.9148,400000.0,300000.0,490000.0,2310000.0,550000.0,15601073.69224842,280000.0,Europe
48,48,Albania,2005,1.3853046,1.1041231,3.2482793,4261413.0,36.869507,0.014389668,,,22.755672,,1729.4312,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,22.755672,,1729.4312,370000.0,259999.98,340000.0,2380000.0,450000.0,15601073.69224842,300000.0,Europe
49,49,Albania,2006,1.2818633,1.1023133,2.6252031,3910715.0,46.824417,0.012768265,,,29.500412,,1622.5225,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,29.500412,,1622.5225,410000.0,280000.0,530000.0,1920000.0,680000.0,15601073.69224842,259999.98,Europe
50,50,Albania,2007,1.3063571,1.0720923,3.534828,3948970.0,51.58539,0.01252264,,,23.156672,,913.0345,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,23.156672,,913.0345,280000.0,470000.0,440000.0,2100000.0,640000.0,15601073.69224842,330000.0,Europe
51,51,Albania,2008,1.4691418,1.0239487,3.3218484,4397043.0,48.94205,0.013708971,,,40.08009288888889,,1256.2927,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1256.2927,340000.0,480000.0,320000.0,2290000.0,500000.0,15601073.69224842,280000.0,Europe
52,52,Albania,2009,1.4879525,0.99811417,2.8921113,4406552.0,56.94341,0.013970462,,,40.08009288888889,,1755.8746,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1755.8746,360000.0,590000.0,200000.0,2310000.0,780000.0,15601073.69224842,129999.99,Europe
53,53,Albania,2010,1.6334258,1.0202714,3.0692296,4783865.0,38.269894,0.014341884,,,40.08009288888889,,2584.7373,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,2584.7373,330000.0,840000.0,250000.0,2240000.0,1039999.94,15601073.69224842,100000.0,Europe
54,54,Albania,2011,1.8254088,1.0100915,3.3120477,5314676.0,34.372803,0.01540283,,,20.60794,,1418.5133,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,20.60794,,1418.5133,320000.0,980000.0,250000.0,2360000.0,1110000.0,15601073.69224842,120000.0,Europe
55,55,Albania,2012,1.6666856,1.0329103,3.2043662,4850060.0,41.082058,0.013857306,,,40.08009288888889,,1621.9913,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1621.9913,250000.0,1039999.94,250000.0,2260000.0,640000.0,15601073.69224842,100000.0,Europe
56,56,Albania,2013,1.8185163,1.0439839,3.3218102,5287465.0,24.38522,0.014977952,,,40.08009288888889,,2393.7507,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,2393.7507,330000.0,1130000.0,240000.0,2470000.0,580000.0,15601073.69224842,50000.0,Europe
57,57,Albania,2014,2.0661745,1.0710679,3.6074667,5999650.0,8.521272,0.016924215,,,40.08009288888889,,1625.4854,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1625.4854,360000.0,1050000.0,270000.0,2480000.0,920000.0,15601073.69224842,120000.0,Europe
58,58,Albania,2015,1.625643,1.0845745,3.3434849,4712144.0,25.496355,0.0133093,,,40.08009288888889,,2031.9916,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,2031.9916,380000.0,950000.0,259999.98,2450000.0,680000.0,15601073.69224842,80000.0,Europe
59,59,Albania,2016,1.5984093,1.0709999,3.1405618,4631979.0,25.719557,0.013078532,,,40.08009288888889,,2684.7324,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,2684.7324,400000.0,880000.0,259999.98,2300000.0,610000.0,15601073.69224842,120000.0,Europe
60,60,Albania,2017,1.8262942,1.0693793,3.369529,5293048.0,12.521925,0.014707038,,,40.08009288888889,,1563.0149,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1563.0149,460000.0,1010000.0,300000.0,2310000.0,1100000.0,15601073.69224842,230000.0,Europe
61,61,Albania,2018,1.6912805,1.0768683,3.1375356,4894953.0,21.414608,0.013326698,,,40.08009288888889,,2954.1548,,21.99997815,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,2954.1548,470000.0,930000.0,290000.0,2210000.0,1280000.0,15601073.69224842,140000.0,Europe
62,62,Albania,2019,1.6731111,1.0009801,3.0048563,4826944.0,20.85076,0.013009132,,,40.08009288888889,,1795.487,,6.9323826,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1802.4194,480000.0,930000.0,300000.0,2190000.0,910000.0,15601073.69224842,190000.0,Europe
63,63,Albania,2020,1.6403993,0.94154674,2.82731,4711145.0,22.452875,0.01341193,,,40.08009288888889,,1838.4722,,10.445864,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,1848.918,460000.0,1320000.0,290000.0,1530000.0,980000.0,15601073.69224842,129999.99,Europe
64,64,Albania,2021,1.8016726,0.9400554,2.9012172,5134120.0,19.160265,0.013879101,,,40.08009288888889,,3123.2002,,14.036856,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,3137.237,510000.0,1310000.0,290000.0,1750000.0,1200000.0,15601073.69224842,150000.0,Europe
65,65,Albania,2022,1.8295889,0.926115,2.869585,5173371.0,16.256063,0.01387192,,,40.08009288888889,,2408.3909,,56.58481,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,40.08009288888889,,2464.9756,510000.0,910000.0,270000.0,1670000.0,1050000.0,15601073.69224842,120000.0,Europe
66,66,Argentina,1990,3.4237704,3.7412615,9.535196,112148700.0,0.7453889,0.49341705,20.149038,605.98834,150.9346,222.28052,540.76276,38.55028437074075,12.714119970403075,30.235867,,0.41569316,13.077912984615384,0.73750453216336,4.291237907222222,49.203262,20.225,197.32025,12.266132,230.57684,777.07196,222.28052,544.8238,17440000.0,1860000.0,4590000.0,28340000.0,14110000.0,4850000.0,29020000.0,South America
67,67,Argentina,1991,3.5436008,3.6728666,10.412302,117754900.0,3.099414,0.50786847,27.86614,630.9607,229.27875,233.40149,477.5538,38.55028437074075,12.714119970403075,30.235867,,0.4094003,13.077912984615384,0.73750453216336,4.291237907222222,44.081257,21.544443,200.9185,10.794012,241.39496,888.1056,233.40149,481.49625,17120000.0,2170000.0,5080000.0,29970000.0,14690000.0,4330000.0,32390000.0,South America
68,68,Argentina,1992,3.607063,3.6847754,10.162743,121534696.0,5.8323627,0.5394787,24.752525,617.1814,227.37302,210.15903,568.8062,38.55028437074075,12.714119970403075,30.235867,,0.406206,13.077912984615384,0.73750453216336,4.291237907222222,53.236362,19.669443,217.2565,12.168164,253.73552,869.30695,210.15903,572.6641,16480000.0,2470000.0,5670000.0,32000000.0,15710000.0,4220000.0,31220000.0,South America
69,69,Argentina,1993,3.4551,3.6303687,9.817585,118001064.0,5.0334253,0.5185541,34.55069,644.00366,195.97267,226.9219,695.94183,38.55028437074075,12.714119970403075,30.235867,,0.29998463,13.077912984615384,0.73750453216336,4.291237907222222,66.02307,21.527777,229.41275,8.069987,248.76807,874.52704,226.9219,698.7526,18350000.0,2780000.0,6210000.0,34280000.0,15020000.0,3080000.0,30480000.0,South America
70,70,Argentina,1994,3.4226372,3.6348915,9.75887,118469420.0,4.787902,0.51524246,67.83482,656.3728,131.65387,237.913,788.3249,38.55028437074075,12.714119970403075,30.235867,,0.30938876,13.077912984615384,0.73750453216336,4.291237907222222,75.79632,22.874998,235.83125,7.0651073,263.91055,855.8615,237.913,791.1851,18010000.0,3090000.0,7320000.0,33790000.0,17510000.0,1930000.0,30250000.0,South America
71,71,Argentina,1995,3.5721865,3.65369,9.903219,125276640.0,2.472493,0.53236526,54.40545,755.64716,130.73846,201.48265,755.7362,38.55028437074075,12.714119970403075,30.235867,,0.37192538,13.077912984615384,0.73750453216336,4.291237907222222,73.62133,19.627777,262.47775,7.4141526,261.95877,940.791,201.48265,759.1299,17940000.0,2760000.0,7780000.0,35210000.0,17220000.0,2820000.0,29220000.0,South America
72,72,Argentina,1996,3.692917,3.5139773,9.878639,131149500.0,2.4147465,0.5406406,53.979027,916.4184,130.20293,210.03107,632.75934,0.27082434,12.714119970403075,30.235867,,0.6969395,13.077912984615384,0.73750453216336,0.026716666,62.421345,20.719444,301.18326,7.766816,261.80048,1100.6003,210.03107,639.31,17800000.0,2720000.0,8229999.5,41000000.0,17740000.0,2100000.0,33189998.0,South America
73,73,Argentina,1997,3.7986495,3.4836764,9.969392,136553060.0,5.1792207,0.55959994,52.74316,895.4223,56.804607,221.46007,776.81177,0.40592206,12.714119970403075,30.235867,,0.5586204,13.077912984615384,0.73750453216336,0.040533334,77.56851,22.113888,277.55148,6.127714,279.52618,1004.9701,221.46007,782.19037,17890000.0,3230000.0,8069999.5,40970000.0,20810000.0,2150000.0,32990002.0,South America
74,74,Argentina,1998,3.8303308,3.3776684,9.903401,139320100.0,6.0179687,0.57324463,49.70739,941.9825,104.74842,204.90552,727.89166,0.8946505,0.00046738144,30.235867,,0.6465414,13.077912984615384,4.722222e-05,0.09039166,73.54306,20.702778,296.70975,8.23741,289.11743,1096.4384,204.90552,734.4749,18200000.0,3470000.0,7690000.0,43590000.0,20250000.0,1650000.0,37950000.0,South America
75,75,Argentina,1999,4.0305786,3.4643166,10.196463,148303870.0,1.0322697,0.5967067,57.236523,1242.9005,104.11829,193.1257,581.5185,0.9452724,0.0007066238,30.235867,,0.8187499,13.077912984615384,7.222222e-05,0.09661389,59.435528,19.738888,314.701,9.885469,296.58893,1404.2554,193.1257,589.5851,19480000.0,3330000.0,7800000.0,40970000.0,18290000.0,1840000.0,42780000.0,South America
76,76,Argentina,2000,3.855236,3.4641178,10.120801,143468700.0,-0.96947694,0.5623896,47.83148,1313.4847,84.376884,166.06659,767.99084,0.8061485,12.714119970403075,10.479931,,1.2063384,13.077912984615384,0.0001,0.09655,79.37566,17.158333,322.96722,7.5126476,269.79562,1445.693,166.06659,779.2769,20570000.0,2660000.0,7560000.0,39840000.0,17870000.0,1430000.0,42190000.0,South America
77,77,Argentina,2001,3.5916946,3.4059663,9.973071,135136850.0,-3.3752215,0.52569556,36.146355,1149.773,39.069958,187.6421,972.2307,1.3289101,12.714119970403075,9.568153,,1.1343695,13.077912984615384,0.000118784534,0.13635637,101.05021,19.5,302.35025,6.1568522,250.16501,1224.9894,187.6421,983.12775,19770000.0,2350000.0,7130000.0,36630000.0,17640000.0,1470000.0,40100000.0,South America
78,78,Argentina,2002,3.2851217,3.4599745,11.523144,124931020.0,-34.21524,0.47544104,21.299341,1070.4891,22.877071,153.03972,940.85236,1.8406838,12.714119970403075,13.936605,,1.656188,13.077912984615384,0.00012876712,0.20110957,98.0242,15.947945,294.37576,4.5862966,236.54623,1114.6655,153.03972,956.6297,18850000.0,1730000.0,7170000.0,33840000.0,17080000.0,1470000.0,37280000.0,South America
79,79,Argentina,2003,3.4999025,3.6556647,12.918171,134481250.0,-16.191854,0.48602718,24.463697,1242.7037,27.326468,197.01083,879.65204,2.0820167,12.714119970403075,22.902184,,2.7518704,13.077912984615384,0.00017711171,0.21240872,92.099655,20.615803,336.2905,5.593865,240.75447,1294.4939,197.01083,904.6362,20280000.0,2220000.0,8400000.0,34560000.0,19000000.0,1270000.0,41830000.0,South America
80,80,Argentina,2004,4.046006,3.6765385,14.121442,157049420.0,-15.085025,0.5485005,43.281216,1422.3547,105.62678,202.75188,784.7296,1.8033841,12.714119970403075,22.413486,,2.7109761,13.077912984615384,0.00018970191,0.19633064,82.55394,21.325203,368.09128,9.519819,261.0261,1571.2628,202.75188,808.94653,21710000.0,2890000.0,10020000.0,37170000.0,20010000.0,1060000.0,48670000.0,South America
81,81,Argentina,2005,4.1203923,3.5848193,14.329616,161588540.0,-12.919312,0.5456419,55.588444,1420.3102,147.64085,175.18008,872.5856,1.7849499,12.714119970403075,23.459343,,2.8640618,13.077912984615384,0.00021774192,0.19279478,91.97886,18.475807,392.89,10.961645,272.52386,1623.5394,175.18008,897.8298,22640000.0,3380000.0,10550000.0,37710000.0,20430000.0,890000.0,50510000.0,South America
82,82,Argentina,2006,4.3992844,3.6134074,14.593259,174308940.0,-13.398437,0.56910896,50.22448,1423.4476,206.45038,194.84068,959.5652,1.7666903,12.714119970403075,26.500353,,3.2697155,13.077912984615384,0.0002406417,0.18620321,101.64495,20.644384,406.505,9.9238205,286.84134,1680.1224,194.84068,987.8322,22650000.0,3800000.0,11200000.0,40550000.0,22120000.0,780000.0,53830000.0,South America
83,83,Argentina,2007,4.337707,3.4853022,12.733688,173581010.0,-10.061543,0.5504454,58.475487,1503.8696,284.88058,181.17406,780.173,1.4993714,12.714119970403075,26.738792,,3.3464108,13.077912984615384,0.00028962767,0.16381118,83.03232,19.292555,427.12198,14.360361,316.03925,1847.2256,181.17406,808.4111,26500000.0,4179999.8,12290000.0,43880000.0,21080000.0,680000.0,54360000.0,South America
84,84,Argentina,2008,4.634417,3.390421,12.110911,187342380.0,-7.776137,0.5840906,47.991116,1618.0922,364.13876,182.81151,771.81586,0.98950744,12.714119970403075,29.932602,,3.7686877,13.077912984615384,0.00037915568,0.11068886,82.3211,19.509235,431.88724,17.51607,318.08936,2030.2219,182.81151,802.738,25150000.0,4240000.0,11920000.0,45850000.0,20670000.0,590000.0,59050000.0,South America
85,85,Argentina,2009,4.361312,3.1977994,14.221966,178180670.0,-11.500785,0.5649011,42.83459,1510.2253,363.23734,200.22112,847.39056,0.9790763,12.714119970403075,29.127523,,3.7154243,13.077912984615384,0.00019969553,0.09667067,90.86138,21.477688,418.3556,9.620938,301.67108,1916.2972,200.22112,877.49713,24720000.0,4010000.2,10600000.0,42020000.0,17550000.0,680000.0,57170000.0,South America
86,86,Argentina,2010,4.503556,2.9434986,12.8860035,185945940.0,-7.587823,0.5574603,72.90131,1545.4595,416.57895,174.62407,807.96936,0.72659117,12.714119970403075,33.423195,,4.3042603,5.9234138,0.00022367187,0.06601981,86.87476,18.776041,420.87415,13.47208,325.73422,2034.9396,174.62407,842.11914,28220000.0,4350000.0,11590000.0,44200000.0,19040000.0,600000.0,59380000.0,South America
87,87,Argentina,2011,4.54762,2.8804379,12.702314,189775150.0,-0.0015681715,0.55000055,69.73291,1626.1427,472.31464,153.36447,747.4122,0.718896,12.714119970403075,33.308846,,4.34224,8.673224,0.004181347,0.068887435,80.79515,16.58031,438.3979,14.618646,338.19656,2168.1904,153.36447,781.43994,28310000.0,4700000.0,12020000.0,45670000.0,20700000.0,850000.0,64480004.0,South America
88,88,Argentina,2012,4.5387554,2.9333463,11.685461,191361730.0,-0.83883023,0.54674745,62.616047,1808.0383,468.6716,151.79648,691.6227,8.775734,0.23718198,34.391388,,4.5409484,10.397099,0.021064347,0.9532525,75.16598,16.5,456.6421,13.669181,360.93686,2339.326,151.79648,735.027,29770000.0,4530000.0,11330000.0,44820000.0,19190000.0,1100000.0,67520000.0,South America
89,89,Argentina,2013,4.451076,2.9351614,10.937949,189537740.0,4.6863065,0.536909,55.891567,1754.2437,502.31958,145.83472,769.5658,10.567733,0.46967703,35.93029,,4.7715893,11.902398,0.03855263,1.1594753,83.81426,15.87468,460.27692,14.939303,410.6305,2312.4548,145.83472,816.5335,30920000.0,4570000.0,12650000.0,47740000.0,21120000.0,1260000.0,64949996.0,South America
90,90,Argentina,2014,4.3788633,2.9272392,11.266263,188396530.0,-1.7055771,0.53144157,59.036716,1770.172,459.9751,128.06786,753.5316,14.410538,0.46485606,34.39935,,4.633831,13.891245,0.040569976,1.5763129,82.48523,14.030534,461.5498,15.891717,393.0657,2289.1836,128.06786,802.80646,29870000.0,4480000.0,11480000.0,44060000.0,21510000.0,1360000.0,66949996.0,South America
91,91,Argentina,2015,4.410235,2.90023,10.384029,191743840.0,4.2512383,0.5415743,54.971584,1819.5823,516.36487,161.92465,743.8414,13.57039,0.2300066,34.270985,,4.648035,15.130985,0.03717215,1.5021138,81.86701,17.820253,466.5257,15.81413,400.8621,2390.9187,161.92465,791.9128,30170000.0,4640000.0,11870000.0,46280000.0,21710000.0,1190000.0,69720000.0,South America
92,92,Argentina,2016,4.326175,2.9241202,10.107436,189920450.0,-1.4392973,0.53624606,43.96324,1919.8041,482.9123,188.60913,677.6717,12.528385,0.2277888,26.879078,,3.6781874,16.037184,0.03586181,1.3752738,74.75575,20.816582,482.10013,12.188642,389.2025,2446.6797,188.60913,717.30695,30610000.0,4130000.0,11610000.0,45250000.0,19480000.0,820000.0,71120000.0,South America
93,93,Argentina,2017,4.219994,2.9965878,9.518789,186898880.0,2.0684211,0.5193093,45.383835,2059.4326,284.94727,137.50624,713.2713,13.773204,0.45158044,32.965374,,4.5678077,18.427946,0.0410425,1.5289176,78.98571,15.219999,483.00027,12.525288,377.06842,2389.7637,137.50624,760.4615,28520000.0,4530000.0,11820000.0,46430000.0,19000000.0,940000.0,68180000.0,South America
94,94,Argentina,2018,4.044336,2.9697633,9.368054,180599310.0,-1.6439221,0.4916886,45.45976,2135.2651,163.69992,153.84657,722.8774,31.575499,2.4633367,31.799438,,4.4288235,17.594175,0.2689801,3.5142858,80.29519,17.094528,487.0214,13.709148,356.3348,2344.4248,153.84657,788.7157,28100000.0,4540000.0,10510000.0,47790000.0,20720000.0,1330000.0,64100000.0,South America
95,95,Argentina,2019,3.969186,2.9655197,9.715666,178508060.0,-6.4181304,0.48109835,26.015337,2030.3081,85.161316,187.66618,611.4716,111.17666,17.788265,32.90829,,4.6114106,17.97012,1.9794502,12.366253,68.08045,20.89604,465.58917,8.123962,320.13205,2141.4846,187.66618,773.3448,26930000.0,4300000.0,10650000.0,47470000.0,20510000.0,1730000.0,56690000.0,South America
96,96,Argentina,2020,3.6537664,2.9175506,8.767018,165120860.0,-5.0124736,0.47007456,36.289642,1963.181,169.2779,221.49959,523.76575,208.22287,29.651293,48.681225,,6.8735213,9.645983,3.3194025,23.236145,58.443707,24.718224,439.31247,10.015325,282.3385,2168.7485,221.49959,810.3211,26230000.0,3640000.0,9290000.0,37390000.0,19970000.0,1940000.0,54160000.0,South America
97,97,Argentina,2021,4.2175727,2.8509307,9.194504,191107840.0,-6.252922,0.51662314,52.524395,1984.6716,300.80145,224.44246,433.65726,285.5738,48.55196,49.65541,,7.0427136,10.419529,5.4251704,31.865887,48.3941,25.048508,459.3407,14.052402,340.6155,2337.9976,224.44246,817.4384,25700000.0,4850000.0,11090000.0,45940000.0,17170000.0,2270000.0,62110000.0,South America
98,98,Argentina,2022,4.4943867,2.8534539,9.543836,204080690.0,-4.3546934,0.5472236,51.7531,1688.0321,372.8426,164.5088,501.45456,311.83997,64.74644,51.7531,,7.494013,13.999567,7.223781,34.80342,55.94494,18.351728,458.53778,14.891581,383.51245,2112.6277,164.5088,929.7941,29260000.0,5260000.0,11990000.0,50950000.0,21580000.0,2140000.0,60540000.0,South America
99,99,Armenia,1990,2.5334718,0.5828044,3.3266282,8999221.0,-32.796272,0.039593585,,838.1506682608695,,752.2325839130434,687.6659278260869,3.411708,71.4991911,,,,,,63.917154456489534,440.4468706572578,669.2547335908673,1442.1399467046492,1765.702313374284,2247.7728011061977,838.1506682608695,752.2325839130434,703.3575626086956,6380000.0,21428776.514090423,600000.0,2960000.0,3810000.0,15601073.69224842,6100000.0,Europe
